<S> <S>+BSTag
"Elbette	elbette <adv> <Dan_0> <n>
"Elbette	elbette <adv> <Dan_0> <n> <3s>
"Evet,	evet <n> <3s>
"Evet,	evet <n> <3p>
işte	işte <adv> <Dan_0> <n>
işte	işte <adv> <Dan_0> <n> <3s>
işte	işte <adv> <Dan_0> <n> <3p>
işte	işte <cnjadv>
işte	iş <n> <loc>
işte	iş <n> <loc> <3s>
işte	iş <n> <loc> <3p>
bu,"	bu <prn> <dem> <3s>
bu,"	bu <prn> <dem> <3p>
bu,"	bu <det>
dedi	de <v> <t_past> <3p>
Şapkacı	şapka <n> <D_CI> <adj> <Djn_0> <n>
Şapkacı	şapka <n> <D_CI> <adj> <Djn_0> <n> <3s>
Şapkacı	şapka <n> <D_CI> <adj> <Djn_0> <n> <3p>
Şapkacı	şapka <n> <D_CI> <n>
Şapkacı	şapka <n> <D_CI> <n> <3s>
Şapkacı	şapka <n> <D_CI> <n> <3p>
iç	iç <adj> <Djn_0> <n>
iç	iç <adj> <Djn_0> <n> <3s>
iç	iç <adj> <Djn_0> <n> <3p>
iç	iç <n>
iç	iç <n> <3s>
iç	iç <n> <3p>
iç	iç <v> <t_imp> <2s>
iç	iç <v> <t_imp> <3p>
çekerek:	<unk>
"her	<unk>
zaman	zaman <n> <3s>
zaman	zaman <n> <3p>
çay	çay <n> <3s>
çay	çay <n> <3p>
saati,	saat <n> <p3s> <3s>
saati,	saat <n> <p3s> <3p>
saati,	saat <n> <acc>
saati,	saat <n> <acc> <3s>
saati,	saat <n> <acc> <3p>
ve	ve <cnjadv>
aralarda	ara <adj> <Djn_0> <n> <pl> <loc> <3s>
aralarda	ara <adj> <Djn_0> <n> <pl> <loc> <3p>
aralarda	ara <n> <pl> <loc>
aralarda	ara <n> <pl> <loc> <3s>
aralarda	ara <n> <pl> <loc> <3p>
eşyaları	eşya <n> <pl> <p3s> <3s>
eşyaları	eşya <n> <pl> <p3s> <3p>
eşyaları	eşya <n> <pl> <acc>
eşyaları	eşya <n> <pl> <acc> <3s>
eşyaları	eşya <n> <pl> <acc> <3p>
eşyaları	eşya <n> <p3p>
eşyaları	eşya <n> <p3p> <3s>
eşyaları	eşya <n> <p3p> <3p>
yıkayacak	yıka <v> <t_fut> <3p>
yıkayacak	yıka <v> <vn_acak>
yıkayacak	yıka <v> <vn_acak> <3s>
yıkayacak	yıka <v> <vn_acak> <3p>
yıkayacak	yıka <v> <part_acak>
yıkayacak	yıka <v> <part_acak> <3s>
yıkayacak	yıka <v> <part_acak> <3p>
yıkayacak	yıka <v> <cv_acak>
yıkayacak	yıka <v> <cv_ecek>
zamanımız	zaman <n> <p1p>
zamanımız	zaman <n> <p1p> <3s>
zamanımız	zaman <n> <p1p> <3p>
yok."	yok <adj> <Djn_0> <n>
yok."	yok <adj> <Djn_0> <n> <3s>
yok."	yok <adj> <Djn_0> <n> <3p>
yok."	yok <adv>
yok."	yok <adv> <Dan_0> <n>
yok."	yok <adv> <Dan_0> <n> <3s>
yok."	yok <adv> <Dan_0> <n> <3p>
yok."	yok <cnjadv>
yok."	yok <nexist> <3s>
yok."	yok <nexist> <3p>
"O	o <prn> <pers> <3s>
"O	o <prn> <pers> <3p>
"O	o <ij>
"O	o <det>
zaman	zaman <n> <3s>
zaman	zaman <n> <3p>
etrafta	etraf <n> <loc> <3s>
etrafta	etraf <n> <loc> <3p>
dönüp	<unk>
duruyorsunuz,	<unk>
sanırım?"	<unk>
dedi	de <v> <t_past> <3p>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice.	ali <n> <D_CA> <adv>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice.	ali <n> <D_CA> <n>
Alice.	ali <n> <D_CA> <n> <3s>
Alice.	ali <n> <D_CA> <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Aynen	aynen <adv> <Dan_0> <n>
"Aynen	aynen <adv> <Dan_0> <n> <3s>
"Aynen	aynen <adv> <Dan_0> <n> <3p>
"Aynen	aynen <n>
"Aynen	aynen <n> <3s>
"Aynen	aynen <n> <3p>
öyle,"	öyle <adj> <Djn_0> <n>
öyle,"	öyle <adj> <Djn_0> <n> <3s>
öyle,"	öyle <adj> <Djn_0> <n> <3p>
öyle,"	öyle <adv>
öyle,"	öyle <adv> <Dan_0> <n>
öyle,"	öyle <adv> <Dan_0> <n> <3s>
öyle,"	öyle <adv> <Dan_0> <n> <3p>
öyle,"	öyle <ij>
dedi	de <v> <t_past> <3p>
Şapkacı:	şapka <n> <D_CI> <adj> <Djn_0> <n>
Şapkacı:	şapka <n> <D_CI> <adj> <Djn_0> <n> <3s>
Şapkacı:	şapka <n> <D_CI> <adj> <Djn_0> <n> <3p>
Şapkacı:	şapka <n> <D_CI> <n>
Şapkacı:	şapka <n> <D_CI> <n> <3s>
Şapkacı:	şapka <n> <D_CI> <n> <3p>
"eşyalar	eşya <n> <D_lA> <v> <t_aor> <3p>
"eşyalar	eşya <n> <3p>
"eşyalar	eşya <n> <pl>
"eşyalar	eşya <n> <pl> <3s>
"eşyalar	eşya <n> <pl> <3p>
tükendikçe."	<unk>
"Ama	ama <n> <3s>
"Ama	ama <n> <3p>
"Ama	ama <cnjcoo>
"Ama	ama <cnjadv>
yeniden	yeniden <adv> <Dan_0> <n>
yeniden	yeniden <adv> <Dan_0> <n> <3s>
yeniden	yeniden <adv> <Dan_0> <n> <3p>
yeniden	yeni <adj> <Djn_0> <n> <abl>
yeniden	yeni <adj> <Djn_0> <n> <abl> <3s>
yeniden	yeni <adj> <Djn_0> <n> <abl> <3p>
başa	baş <n> <dat> <3s>
başa	baş <n> <dat> <3p>
geldiğinizde	gel <v> <vn_dik> <p2p> <loc> <3s>
geldiğinizde	gel <v> <vn_dik> <p2p> <loc> <3p>
geldiğinizde	gel <v> <part_dik> <p2p> <loc>
geldiğinizde	gel <v> <part_dik> <p2p> <loc> <3s>
geldiğinizde	gel <v> <part_dik> <p2p> <loc> <3p>
ne	ne <prn> <qst> <3s>
ne	ne <prn> <qst> <3p>
ne	ne <cnjcoo>
olur?"	olur <n> <3s>
olur?"	olur <n> <3p>
olur?"	ol <v> <t_aor> <3s>
olur?"	ol <v> <t_aor> <3p>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
sormaya	sor <v> <D_mA> <n> <dat> <3s>
sormaya	sor <v> <D_mA> <n> <dat> <3p>
sormaya	sor <v> <neg> <t_opt> <3s>
sormaya	sor <v> <neg> <t_opt> <3p>
sormaya	sor <v> <vn_ma> <dat>
sormaya	sor <v> <vn_ma> <dat> <3s>
sormaya	sor <v> <vn_ma> <dat> <3p>
sormaya	sor <v> <vn_mak> <dat>
sormaya	sor <v> <vn_mak> <dat> <3s>
sormaya	sor <v> <vn_mak> <dat> <3p>
sormaya	sor <v> <vinf> <dat>
cesaret	cesaret <n> <3s>
cesaret	cesaret <n> <3p>
etti.	et <n> <cpl_di> <3p>
etti.	et <n> <3p> <cpl_di>
etti.	et <v> <t_past> <3s>
etti.	et <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Konuyu	konu <n> <acc> <3s>
"Konuyu	konu <n> <acc> <3p>
değiştirelim,"	<unk>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
sözünü	söz <n> <p2s> <acc> <3s>
sözünü	söz <n> <p2s> <acc> <3p>
sözünü	söz <n> <p3s> <acc>
sözünü	söz <n> <p3s> <acc> <3s>
sözünü	söz <n> <p3s> <acc> <3p>
kesti	kes <n> <cpl_di> <3p>
kesti	kes <n> <3p> <cpl_di>
kesti	kes <v> <t_past> <3s>
kesti	kes <v> <t_past> <3p>
Mart	mart <n> <3s>
Mart	mart <n> <3p>
Tavşanı,	tavşan <n> <p3s> <3s>
Tavşanı,	tavşan <n> <p3s> <3p>
Tavşanı,	tavşan <n> <acc>
Tavşanı,	tavşan <n> <acc> <3s>
Tavşanı,	tavşan <n> <acc> <3p>
esneyerek.	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
"Bundan	bun <n> <abl> <3s>
"Bundan	bun <n> <abl> <3p>
"Bundan	bu <prn> <dem> <abl>
"Bundan	bu <prn> <dem> <abl> <3s>
"Bundan	bu <prn> <dem> <abl> <3p>
sıkılmaya	sıkıl <v> <D_mA> <n> <dat> <3s>
sıkılmaya	sıkıl <v> <D_mA> <n> <dat> <3p>
sıkılmaya	sıkıl <v> <neg> <t_opt> <3s>
sıkılmaya	sıkıl <v> <neg> <t_opt> <3p>
sıkılmaya	sıkıl <v> <vn_ma> <dat>
sıkılmaya	sıkıl <v> <vn_ma> <dat> <3s>
sıkılmaya	sıkıl <v> <vn_ma> <dat> <3p>
sıkılmaya	sıkıl <v> <vn_mak> <dat>
sıkılmaya	sıkıl <v> <vn_mak> <dat> <3s>
sıkılmaya	sıkıl <v> <vn_mak> <dat> <3p>
sıkılmaya	sıkıl <v> <vinf> <dat>
sıkılmaya	sık <v> <pass> <neg> <t_opt> <3s>
sıkılmaya	sık <v> <pass> <neg> <t_opt> <3p>
sıkılmaya	sık <v> <pass> <vn_ma> <dat>
sıkılmaya	sık <v> <pass> <vn_ma> <dat> <3s>
sıkılmaya	sık <v> <pass> <vn_ma> <dat> <3p>
sıkılmaya	sık <v> <pass> <vn_mak> <dat>
sıkılmaya	sık <v> <pass> <vn_mak> <dat> <3s>
sıkılmaya	sık <v> <pass> <vn_mak> <dat> <3p>
sıkılmaya	sık <v> <pass> <vinf> <dat>
başladım.	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
"Genç	genç <adj> <Djn_0> <n>
"Genç	genç <adj> <Djn_0> <n> <3s>
"Genç	genç <adj> <Djn_0> <n> <3p>
"Genç	genç <n>
"Genç	genç <n> <3s>
"Genç	genç <n> <3p>
hanımın	hanım <n> <p2s> <3s>
hanımın	hanım <n> <p2s> <3p>
hanımın	hanım <n> <gen>
hanımın	hanım <n> <gen> <3s>
hanımın	hanım <n> <gen> <3p>
hanımın	han <n> <p1s> <gen>
hanımın	han <n> <p1s> <gen> <3s>
hanımın	han <n> <p1s> <gen> <3p>
bize	biz <prn> <pers> <dat> <3s>
bize	biz <prn> <pers> <dat> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
hikaye	hikaye <n> <3s>
hikaye	hikaye <n> <3p>
anlatması	anlat <v> <D_mA> <n> <p3s> <3s>
anlatması	anlat <v> <D_mA> <n> <p3s> <3p>
anlatması	anlat <v> <vn_ma> <p3s>
anlatması	anlat <v> <vn_ma> <p3s> <3s>
anlatması	anlat <v> <vn_ma> <p3s> <3p>
anlatması	anlat <v> <cv_ma> <p3s>
anlatması	anla <v> <caus> <vn_ma> <p3s>
anlatması	anla <v> <caus> <vn_ma> <p3s> <3s>
anlatması	anla <v> <caus> <vn_ma> <p3s> <3p>
anlatması	anla <v> <caus> <cv_ma> <p3s>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
oy	oy <n> <3s>
oy	oy <n> <3p>
oy	oy <v> <t_imp> <2s>
oy	oy <v> <t_imp> <3p>
veriyorum."	<unk>
"Korkarım	<unk>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
tane	tane <n> <3s>
tane	tane <n> <3p>
bilmiyorum,"	<unk>
dedi	de <v> <t_past> <3p>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
öneriden	öneri <n> <abl> <3s>
öneriden	öneri <n> <abl> <3p>
oldukça	<unk>
endişelenerek.	endişe <n> <D_lAn> <v> <cv_erek>
</S> </S>+ESTag
<S> <S>+BSTag
"O	o <prn> <pers> <3s>
"O	o <prn> <pers> <3p>
"O	o <ij>
"O	o <det>
zaman	zaman <n> <3s>
zaman	zaman <n> <3p>
Uyur	uyu <v> <t_aor> <3p>
Fare	fare <n> <3s>
Fare	fare <n> <3p>
anlatsın!"	anla <v> <caus> <t_imp> <3s>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
bağırdılar	bağır <v> <t_past> <3p>
her	<unk>
ikisi	iki <num> <Dmn_0> <n> <p3s> <3s>
ikisi	iki <num> <Dmn_0> <n> <p3s> <3p>
de.	de <v> <t_imp> <2s>
de.	de <v> <t_imp> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Uyan,	uyan <v> <t_imp> <3p>
"Uyan,	uy <v> <part_yan>
"Uyan,	uy <v> <part_yan> <3s>
"Uyan,	uy <v> <part_yan> <3p>
Uyuyan	uyu <v> <part_yan> <3s>
Uyuyan	uyu <v> <part_yan> <3p>
Fare!"	fare <n> <3s>
Fare!"	fare <n> <3p>
Ve	ve <cnjadv>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
onu	on <num> <Dmn_0> <n> <p3s>
onu	on <num> <Dmn_0> <n> <p3s> <3s>
onu	on <num> <Dmn_0> <n> <p3s> <3p>
onu	on <num> <Dmn_0> <n> <acc>
onu	on <num> <Dmn_0> <n> <acc> <3s>
onu	on <num> <Dmn_0> <n> <acc> <3p>
onu	o <prn> <pers> <p3s>
onu	o <prn> <pers> <p3s> <3s>
onu	o <prn> <pers> <p3s> <3p>
onu	o <prn> <pers> <acc>
onu	o <prn> <pers> <acc> <3s>
onu	o <prn> <pers> <acc> <3p>
iki	iki <num> <Dmn_0> <n>
iki	iki <num> <Dmn_0> <n> <3s>
iki	iki <num> <Dmn_0> <n> <3p>
yanından	yan <n> <p2s> <abl> <3s>
yanından	yan <n> <p2s> <abl> <3p>
yanından	yan <n> <p3s> <abl>
yanından	yan <n> <p3s> <abl> <3s>
yanından	yan <n> <p3s> <abl> <3p>
birden	birden <adv> <Dan_0> <n>
birden	birden <adv> <Dan_0> <n> <3s>
birden	birden <adv> <Dan_0> <n> <3p>
birden	bir <adj> <Djn_0> <n> <abl>
birden	bir <adj> <Djn_0> <n> <abl> <3s>
birden	bir <adj> <Djn_0> <n> <abl> <3p>
birden	bir <num> <Dmn_0> <n> <abl>
birden	bir <num> <Dmn_0> <n> <abl> <3s>
birden	bir <num> <Dmn_0> <n> <abl> <3p>
çimdiklediler.	çimdik <n> <D_lA> <v> <t_past> <3p>
</S> </S>+ESTag
