<S> <S>+BSTag
"Kuyrukları	kuyruk <n> <pl> <p3s> <3s>
"Kuyrukları	kuyruk <n> <pl> <p3s> <3p>
düşünceleri	düşün <n> <D_CA> <adj> <Djn_0> <n> <pl> <acc> <3s>
düşünceleri	düşün <n> <D_CA> <adj> <Djn_0> <n> <pl> <acc> <3p>
düşünceleri	düşün <n> <D_CA> <adj> <Djn_0> <n> <p3p>
düşünceleri	düşün <n> <D_CA> <adj> <Djn_0> <n> <p3p> <3s>
düşünceleri	düşün <n> <D_CA> <adj> <Djn_0> <n> <p3p> <3p>
düşünceleri	düşün <n> <D_CA> <adv> <Dan_0> <n> <pl> <p3s>
düşünceleri	düşün <n> <D_CA> <adv> <Dan_0> <n> <pl> <p3s> <3s>
düşünceleri	düşün <n> <D_CA> <adv> <Dan_0> <n> <pl> <p3s> <3p>
düşünceleri	düşün <n> <D_CA> <adv> <Dan_0> <n> <pl> <acc>
düşünceleri	düşün <n> <D_CA> <adv> <Dan_0> <n> <pl> <acc> <3s>
düşünceleri	düşün <n> <D_CA> <adv> <Dan_0> <n> <pl> <acc> <3p>
düşünceleri	düşün <n> <D_CA> <adv> <Dan_0> <n> <p3p>
düşünceleri	düşün <n> <D_CA> <adv> <Dan_0> <n> <p3p> <3s>
düşünceleri	düşün <n> <D_CA> <adv> <Dan_0> <n> <p3p> <3p>
düşünceleri	düşün <n> <D_CA> <n> <pl> <p3s>
düşünceleri	düşün <n> <D_CA> <n> <pl> <p3s> <3s>
düşünceleri	düşün <n> <D_CA> <n> <pl> <p3s> <3p>
düşünceleri	düşün <n> <D_CA> <n> <pl> <acc>
düşünceleri	düşün <n> <D_CA> <n> <pl> <acc> <3s>
düşünceleri	düşün <n> <D_CA> <n> <pl> <acc> <3p>
düşünceleri	düşün <n> <D_CA> <n> <p3p>
düşünceleri	düşün <n> <D_CA> <n> <p3p> <3s>
düşünceleri	düşün <n> <D_CA> <n> <p3p> <3p>
hala	hala <adv> <Dan_0> <n>
hala	hala <adv> <Dan_0> <n> <3s>
hala	hala <adv> <Dan_0> <n> <3p>
hala	hala <n>
hala	hala <n> <3s>
hala	hala <n> <3p>
şarkıda	şarkı <n> <loc> <3s>
şarkıda	şarkı <n> <loc> <3p>
olan,	ol <v> <part_yan> <3s>
olan,	ol <v> <part_yan> <3p>
"Yunuslara,	yunus <n> <pl> <dat> <3s>
"Yunuslara,	yunus <n> <pl> <dat> <3p>
'Geri	geri <adv> <Dan_0> <n>
'Geri	geri <adv> <Dan_0> <n> <3s>
'Geri	geri <adv> <Dan_0> <n> <3p>
'Geri	geri <n>
'Geri	geri <n> <3s>
'Geri	geri <n> <3p>
çekil,	çekil <v> <t_imp> <3p>
çekil,	çek <v> <pass> <t_imp> <2s>
çekil,	çek <v> <pass> <t_imp> <3p>
lütfen:	lütfen <adv> <Dan_0> <n>
lütfen:	lütfen <adv> <Dan_0> <n> <3s>
lütfen:	lütfen <adv> <Dan_0> <n> <3p>
lütfen:	lütfen <n>
lütfen:	lütfen <n> <3s>
lütfen:	lütfen <n> <3p>
seni	sen <prn> <pers> <p3s> <3s>
seni	sen <prn> <pers> <p3s> <3p>
seni	sen <prn> <pers> <acc>
seni	sen <prn> <pers> <acc> <3s>
seni	sen <prn> <pers> <acc> <3p>
yanımızda	yan <n> <p1p> <loc> <3s>
yanımızda	yan <n> <p1p> <loc> <3p>
istemiyoruz!'	<unk>
derdim."	dert <n> <p1s>
derdim."	dert <n> <p1s> <3s>
derdim."	dert <n> <p1s> <3p>
derdim."	der <v> <t_past> <1s>
derdim."	de <v> <t_aor> <cpl_di> <1s>
"Onu	on <n> <p3s> <3s>
"Onu	on <n> <p3s> <3p>
"Onu	on <n> <acc>
"Onu	on <n> <acc> <3s>
"Onu	on <n> <acc> <3p>
"Onu	on <num> <Dmn_0> <n> <p3s>
"Onu	on <num> <Dmn_0> <n> <p3s> <3s>
"Onu	on <num> <Dmn_0> <n> <p3s> <3p>
"Onu	on <num> <Dmn_0> <n> <acc>
"Onu	on <num> <Dmn_0> <n> <acc> <3s>
"Onu	on <num> <Dmn_0> <n> <acc> <3p>
"Onu	o <prn> <pers> <p3s>
"Onu	o <prn> <pers> <p3s> <3s>
"Onu	o <prn> <pers> <p3s> <3p>
"Onu	o <prn> <pers> <acc>
"Onu	o <prn> <pers> <acc> <3s>
"Onu	o <prn> <pers> <acc> <3p>
yanlarında	yan <n> <pl> <p2s> <loc> <3s>
yanlarında	yan <n> <pl> <p2s> <loc> <3p>
yanlarında	yan <n> <pl> <p3s> <loc>
yanlarında	yan <n> <pl> <p3s> <loc> <3s>
yanlarında	yan <n> <pl> <p3s> <loc> <3p>
yanlarında	yan <n> <p3p> <loc>
yanlarında	yan <n> <p3p> <loc> <3s>
yanlarında	yan <n> <p3p> <loc> <3p>
bulundurmak	bulun <v> <caus> <vn_mak> <3s>
bulundurmak	bulun <v> <caus> <vn_mak> <3p>
bulundurmak	bulun <v> <caus> <vinf>
bulundurmak	bulun <v> <caus> <cv_mak>
zorundaydılar,"	zor <adj> <Djn_0> <n> <p3s> <loc> <cpl_di> <3p>
zorundaydılar,"	zor <adv> <Dan_0> <n> <p2s> <loc> <cpl_di> <3p>
zorundaydılar,"	zor <adv> <Dan_0> <n> <p3s> <loc> <cpl_di> <3p>
dedi	de <v> <t_past> <3p>
Sahte	sahte <adj> <Djn_0> <n>
Sahte	sahte <adj> <Djn_0> <n> <3s>
Sahte	sahte <adj> <Djn_0> <n> <3p>
Kaplumbağa:	kaplumbağa <n> <3s>
Kaplumbağa:	kaplumbağa <n> <3p>
"hiçbir	hiçbir <adj> <Djn_0> <n>
"hiçbir	hiçbir <adj> <Djn_0> <n> <3s>
"hiçbir	hiçbir <adj> <Djn_0> <n> <3p>
"hiçbir	hiçbir <det>
akıllı	akıl <n> <D_lI> <adj> <Djn_0> <n>
akıllı	akıl <n> <D_lI> <adj> <Djn_0> <n> <3s>
akıllı	akıl <n> <D_lI> <adj> <Djn_0> <n> <3p>
akıllı	akıl <n> <D_lI> <n>
akıllı	akıl <n> <D_lI> <n> <3s>
akıllı	akıl <n> <D_lI> <n> <3p>
balık	balık <adj> <Djn_0> <n>
balık	balık <adj> <Djn_0> <n> <3s>
balık	balık <adj> <Djn_0> <n> <3p>
balık	balık <n>
balık	balık <n> <3s>
balık	balık <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
yunus	yunus <n> <3s>
yunus	yunus <n> <3p>
balığı	balık <adj> <Djn_0> <n> <p3s> <3s>
balığı	balık <adj> <Djn_0> <n> <p3s> <3p>
balığı	balık <adj> <Djn_0> <n> <acc>
balığı	balık <adj> <Djn_0> <n> <acc> <3s>
balığı	balık <adj> <Djn_0> <n> <acc> <3p>
balığı	balık <n> <p3s>
balığı	balık <n> <p3s> <3s>
balığı	balık <n> <p3s> <3p>
balığı	balık <n> <acc>
balığı	balık <n> <acc> <3s>
balığı	balık <n> <acc> <3p>
olmadan	ol <v> <D_mA> <n> <abl> <3s>
olmadan	ol <v> <D_mA> <n> <abl> <3p>
olmadan	ol <v> <neg> <cv_dan>
olmadan	ol <v> <vn_ma> <abl>
olmadan	ol <v> <vn_ma> <abl> <3s>
olmadan	ol <v> <vn_ma> <abl> <3p>
hiçbir	hiçbir <adj> <Djn_0> <n>
hiçbir	hiçbir <adj> <Djn_0> <n> <3s>
hiçbir	hiçbir <adj> <Djn_0> <n> <3p>
hiçbir	hiçbir <det>
yere	yer <n> <dat> <3s>
yere	yer <n> <dat> <3p>
yere	yer <v> <t_opt> <3s>
yere	yer <v> <t_opt> <3p>
gitmez."	git <v> <neg> <t_aor> <3p>
"Gerçekten	gerçekten <adv> <Dan_0> <n>
"Gerçekten	gerçekten <adv> <Dan_0> <n> <3s>
"Gerçekten	gerçekten <adv> <Dan_0> <n> <3p>
"Gerçekten	gerçekte <adv> <Dan_0> <n> <p2s>
"Gerçekten	gerçekte <adv> <Dan_0> <n> <p2s> <3s>
"Gerçekten	gerçekte <adv> <Dan_0> <n> <p2s> <3p>
"Gerçekten	gerçek <n> <abl>
"Gerçekten	gerçek <n> <abl> <3s>
"Gerçekten	gerçek <n> <abl> <3p>
öyle	öyle <adj> <Djn_0> <n>
öyle	öyle <adj> <Djn_0> <n> <3s>
öyle	öyle <adj> <Djn_0> <n> <3p>
öyle	öyle <adv>
öyle	öyle <adv> <Dan_0> <n>
öyle	öyle <adv> <Dan_0> <n> <3s>
öyle	öyle <adv> <Dan_0> <n> <3p>
öyle	öyle <ij>
değil	değil <not> <3p>
değil	değ <v> <pass> <t_imp> <2s>
değil	değ <v> <pass> <t_imp> <3p>
mi?"	<unk>
dedi	de <v> <t_past> <3p>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
büyük	büyük <adj> <Djn_0> <n>
büyük	büyük <adj> <Djn_0> <n> <3s>
büyük	büyük <adj> <Djn_0> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şaşkınlık	şaşkın <n> <D_lIK> <n> <3s>
şaşkınlık	şaşkın <n> <D_lIK> <n> <3p>
tonuyla.	ton <n> <p3s> <ins> <3s>
tonuyla.	ton <n> <p3s> <ins> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Elbette	elbette <adv> <Dan_0> <n>
"Elbette	elbette <adv> <Dan_0> <n> <3s>
"Elbette	elbette <adv> <Dan_0> <n> <3p>
"Elbette	elbet <adv> <Dan_0> <n> <loc>
"Elbette	elbet <adv> <Dan_0> <n> <loc> <3s>
"Elbette	elbet <adv> <Dan_0> <n> <loc> <3p>
hayır,"	hayır <adv> <Dan_0> <n>
hayır,"	hayır <adv> <Dan_0> <n> <3s>
hayır,"	hayır <adv> <Dan_0> <n> <3p>
hayır,"	hayır <n>
hayır,"	hayır <n> <3s>
hayır,"	hayır <n> <3p>
dedi	de <v> <t_past> <3p>
Sahte	sahte <adj> <Djn_0> <n>
Sahte	sahte <adj> <Djn_0> <n> <3s>
Sahte	sahte <adj> <Djn_0> <n> <3p>
Kaplumbağa:	kaplumbağa <n> <3s>
Kaplumbağa:	kaplumbağa <n> <3p>
"neden,	neden <adv> <Dan_0> <n>
"neden,	neden <adv> <Dan_0> <n> <3s>
"neden,	neden <adv> <Dan_0> <n> <3p>
"neden,	neden <n>
"neden,	neden <n> <3s>
"neden,	neden <n> <3p>
"neden,	ne <prn> <qst> <abl>
"neden,	ne <prn> <qst> <abl> <3s>
"neden,	ne <prn> <qst> <abl> <3p>
eğer	eğer <n> <3s>
eğer	eğer <n> <3p>
eğer	eğer <cnjsub>
eğer	eğ <v> <t_aor> <3s>
eğer	eğ <v> <t_aor> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
balık	balık <adj> <Djn_0> <n>
balık	balık <adj> <Djn_0> <n> <3s>
balık	balık <adj> <Djn_0> <n> <3p>
balık	balık <n>
balık	balık <n> <3s>
balık	balık <n> <3p>
bana	ban <n> <dat> <3s>
bana	ban <n> <dat> <3p>
bana	ban <v> <t_opt> <3s>
bana	ban <v> <t_opt> <3p>
bana	ben <prn> <pers> <dat>
bana	ben <prn> <pers> <dat> <3s>
bana	ben <prn> <pers> <dat> <3p>
geldi	gel <v> <t_past> <3p>
ve	ve <cnjadv>
bana	ban <n> <dat> <3s>
bana	ban <n> <dat> <3p>
bana	ban <v> <t_opt> <3s>
bana	ban <v> <t_opt> <3p>
bana	ben <prn> <pers> <dat>
bana	ben <prn> <pers> <dat> <3s>
bana	ben <prn> <pers> <dat> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
yolculuğa	yolcu <n> <D_lIK> <n> <dat> <3s>
yolculuğa	yolcu <n> <D_lIK> <n> <dat> <3p>
yolculuğa	yol <n> <D_CI> <adj> <D_lIK> <n> <dat>
yolculuğa	yol <n> <D_CI> <adj> <D_lIK> <n> <dat> <3s>
yolculuğa	yol <n> <D_CI> <adj> <D_lIK> <n> <dat> <3p>
yolculuğa	yol <n> <D_CI> <n> <D_lIK> <n> <dat>
yolculuğa	yol <n> <D_CI> <n> <D_lIK> <n> <dat> <3s>
yolculuğa	yol <n> <D_CI> <n> <D_lIK> <n> <dat> <3p>
yolculuğa	yol <v> <D_CI> <n> <D_lIK> <n> <dat>
yolculuğa	yol <v> <D_CI> <n> <D_lIK> <n> <dat> <3s>
yolculuğa	yol <v> <D_CI> <n> <D_lIK> <n> <dat> <3p>
çıkacağını	çık <v> <vn_acak> <p2s> <acc> <3s>
çıkacağını	çık <v> <vn_acak> <p2s> <acc> <3p>
çıkacağını	çık <v> <vn_acak> <p3s> <acc>
çıkacağını	çık <v> <vn_acak> <p3s> <acc> <3s>
çıkacağını	çık <v> <vn_acak> <p3s> <acc> <3p>
çıkacağını	çık <v> <part_acak> <p2s> <acc>
çıkacağını	çık <v> <part_acak> <p2s> <acc> <3s>
çıkacağını	çık <v> <part_acak> <p2s> <acc> <3p>
çıkacağını	çık <v> <part_acak> <p3s> <acc>
çıkacağını	çık <v> <part_acak> <p3s> <acc> <3s>
çıkacağını	çık <v> <part_acak> <p3s> <acc> <3p>
söylediyse,	söyle <v> <t_past> <cpl_sa> <3p>
söylediyse,	söyle <v> <t_past> <3s> <cpl_sa>
söylediyse,	söyle <v> <t_past> <3p> <cpl_sa>
'Hangi	hangi <n> <3s>
'Hangi	hangi <n> <3p>
'Hangi	hangi <prn> <qst>
'Hangi	hangi <prn> <qst> <3s>
'Hangi	hangi <prn> <qst> <3p>
yunusla?'	yunus <n> <D_lA> <v> <t_imp> <3p>
yunusla?'	yunus <n> <ins>
yunusla?'	yunus <n> <ins> <3s>
yunusla?'	yunus <n> <ins> <3p>
derim."	deri <n> <p1s> <3s>
derim."	deri <n> <p1s> <3p>
derim."	de <v> <t_aor> <1s>
"Yani	<unk>
'amaç'	amaç <n> <3s>
'amaç'	amaç <n> <3p>
demek	de <v> <vn_mak>
demek	de <v> <vn_mak> <3s>
demek	de <v> <vn_mak> <3p>
demek	de <v> <vinf>
demek	de <v> <cv_mak>
istemiyor	iste <v> <neg> <t_cont> <3p>
istemiyor	iste <v> <neg> <cv_iyor>
musun?"	<unk>
dedi	de <v> <t_past> <3p>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice.	ali <n> <D_CA> <adv>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice.	ali <n> <D_CA> <n>
Alice.	ali <n> <D_CA> <n> <3s>
Alice.	ali <n> <D_CA> <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Dediğimi	de <v> <vn_dik> <p1s> <acc> <3s>
"Dediğimi	de <v> <vn_dik> <p1s> <acc> <3p>
"Dediğimi	de <v> <part_dik> <p1s> <acc>
"Dediğimi	de <v> <part_dik> <p1s> <acc> <3s>
"Dediğimi	de <v> <part_dik> <p1s> <acc> <3p>
kastediyorum,"	<unk>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
yanıtladı	yanıtla <v> <t_past> <3p>
yanıtladı	yanıt <n> <D_lA> <v> <t_past> <3s>
yanıtladı	yanıt <n> <D_lA> <v> <t_past> <3p>
Sahte	sahte <adj> <Djn_0> <n>
Sahte	sahte <adj> <Djn_0> <n> <3s>
Sahte	sahte <adj> <Djn_0> <n> <3p>
Kaplumbağa	kaplumbağa <n> <3s>
Kaplumbağa	kaplumbağa <n> <3p>
gücenmiş	gücen <v> <t_narr> <3p>
gücenmiş	gücen <v> <cv_mis>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
sesle.	sesle <v> <t_imp> <3p>
sesle.	ses <n> <D_lA> <v> <t_imp> <2s>
sesle.	ses <n> <D_lA> <v> <t_imp> <3p>
sesle.	ses <n> <ins>
sesle.	ses <n> <ins> <3s>
sesle.	ses <n> <ins> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Ve	ve <cnjadv>
Griffon	<unk>
ekledi:	ekle <v> <t_past> <3p>
ekledi:	ek <adj> <D_lA> <v> <t_past> <3s>
ekledi:	ek <adj> <D_lA> <v> <t_past> <3p>
ekledi:	ek <adj> <Djn_0> <n> <D_lA> <v> <t_past> <3s>
ekledi:	ek <adj> <Djn_0> <n> <D_lA> <v> <t_past> <3p>
ekledi:	ek <n> <D_lA> <v> <t_past> <3s>
ekledi:	ek <n> <D_lA> <v> <t_past> <3p>
"Hadi,	<unk>
maceralarından	macera <n> <pl> <p2s> <abl> <3s>
maceralarından	macera <n> <pl> <p2s> <abl> <3p>
maceralarından	macera <n> <pl> <p3s> <abl>
maceralarından	macera <n> <pl> <p3s> <abl> <3s>
maceralarından	macera <n> <pl> <p3s> <abl> <3p>
maceralarından	macera <n> <p3p> <abl>
maceralarından	macera <n> <p3p> <abl> <3s>
maceralarından	macera <n> <p3p> <abl> <3p>
bazılarını	bazı <adj> <Djn_0> <n> <pl> <p2s> <acc> <3s>
bazılarını	bazı <adj> <Djn_0> <n> <pl> <p2s> <acc> <3p>
bazılarını	bazı <adj> <Djn_0> <n> <pl> <p3s> <acc>
bazılarını	bazı <adj> <Djn_0> <n> <pl> <p3s> <acc> <3s>
bazılarını	bazı <adj> <Djn_0> <n> <pl> <p3s> <acc> <3p>
bazılarını	bazı <adj> <Djn_0> <n> <p3p> <acc>
bazılarını	bazı <adj> <Djn_0> <n> <p3p> <acc> <3s>
bazılarını	bazı <adj> <Djn_0> <n> <p3p> <acc> <3p>
dinleyelim."	din <n> <D_lA> <v> <t_opt> <1p>
"Size	siz <prn> <pers> <dat> <3s>
"Size	siz <prn> <pers> <dat> <3p>
maceralarımı	macera <n> <pl> <p1s> <acc> <3s>
maceralarımı	macera <n> <pl> <p1s> <acc> <3p>
anlatabilirimbu	<unk>
sabahtan	sabah <n> <abl> <3s>
sabahtan	sabah <n> <abl> <3p>
başlayarak,"	<unk>
dedi	de <v> <t_past> <3p>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
biraz	biraz <adj> <Djn_0> <n>
biraz	biraz <adj> <Djn_0> <n> <3s>
biraz	biraz <adj> <Djn_0> <n> <3p>
biraz	biraz <adv>
biraz	biraz <adv> <Dan_0> <n>
biraz	biraz <adv> <Dan_0> <n> <3s>
biraz	biraz <adv> <Dan_0> <n> <3p>
biraz	biraz <det>
çekinerek:	<unk>
"ama	ama <n> <3s>
"ama	ama <n> <3p>
"ama	ama <cnjcoo>
"ama	ama <cnjadv>
düne	dün <adv> <Dan_0> <n> <dat> <3s>
düne	dün <adv> <Dan_0> <n> <dat> <3p>
düne	dün <n> <dat>
düne	dün <n> <dat> <3s>
düne	dün <n> <dat> <3p>
dönmenin	dönme <n> <p2s> <gen> <3s>
dönmenin	dönme <n> <p2s> <gen> <3p>
dönmenin	dönme <n> <gen>
dönmenin	dönme <n> <gen> <3s>
dönmenin	dönme <n> <gen> <3p>
dönmenin	dön <v> <D_mA> <n> <p2s> <gen>
dönmenin	dön <v> <D_mA> <n> <p2s> <gen> <3s>
dönmenin	dön <v> <D_mA> <n> <p2s> <gen> <3p>
dönmenin	dön <v> <D_mA> <n> <gen>
dönmenin	dön <v> <D_mA> <n> <gen> <3s>
dönmenin	dön <v> <D_mA> <n> <gen> <3p>
dönmenin	dön <v> <vn_ma> <p2s> <gen>
dönmenin	dön <v> <vn_ma> <p2s> <gen> <3s>
dönmenin	dön <v> <vn_ma> <p2s> <gen> <3p>
dönmenin	dön <v> <vn_ma> <gen>
dönmenin	dön <v> <vn_ma> <gen> <3s>
dönmenin	dön <v> <vn_ma> <gen> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
faydası	fayda <n> <p3s> <3s>
faydası	fayda <n> <p3s> <3p>
yok,	yok <adj> <Djn_0> <n>
yok,	yok <adj> <Djn_0> <n> <3s>
yok,	yok <adj> <Djn_0> <n> <3p>
yok,	yok <adv>
yok,	yok <adv> <Dan_0> <n>
yok,	yok <adv> <Dan_0> <n> <3s>
yok,	yok <adv> <Dan_0> <n> <3p>
yok,	yok <cnjadv>
yok,	yok <nexist> <3s>
yok,	yok <nexist> <3p>
çünkü	çünkü <cnjadv>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
zamanlar	zamanla <v> <t_aor> <3p>
zamanlar	zaman <n> <D_lA> <v> <t_aor> <3s>
zamanlar	zaman <n> <D_lA> <v> <t_aor> <3p>
zamanlar	zaman <n> <3p>
zamanlar	zaman <n> <pl>
zamanlar	zaman <n> <pl> <3s>
zamanlar	zaman <n> <pl> <3p>
farklı	fark <n> <D_lI> <adj> <Djn_0> <n>
farklı	fark <n> <D_lI> <adj> <Djn_0> <n> <3s>
farklı	fark <n> <D_lI> <adj> <Djn_0> <n> <3p>
farklı	fark <n> <D_lI> <n>
farklı	fark <n> <D_lI> <n> <3s>
farklı	fark <n> <D_lI> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
insandım.	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
"Bütün	bütün <adj> <Djn_0> <n>
"Bütün	bütün <adj> <Djn_0> <n> <3s>
"Bütün	bütün <adj> <Djn_0> <n> <3p>
"Bütün	bütün <det>
bunları	bun <n> <pl> <p3s> <3s>
bunları	bun <n> <pl> <p3s> <3p>
bunları	bun <n> <pl> <acc>
bunları	bun <n> <pl> <acc> <3s>
bunları	bun <n> <pl> <acc> <3p>
bunları	bun <n> <p3p>
bunları	bun <n> <p3p> <3s>
bunları	bun <n> <p3p> <3p>
bunları	bu <prn> <dem> <pl> <p3s>
bunları	bu <prn> <dem> <pl> <p3s> <3s>
bunları	bu <prn> <dem> <pl> <p3s> <3p>
bunları	bu <prn> <dem> <pl> <acc>
bunları	bu <prn> <dem> <pl> <acc> <3s>
bunları	bu <prn> <dem> <pl> <acc> <3p>
bunları	bu <prn> <dem> <p3p>
bunları	bu <prn> <dem> <p3p> <3s>
bunları	bu <prn> <dem> <p3p> <3p>
açıkla,"	açık <adj> <D_lA> <v> <t_imp> <3p>
açıkla,"	açık <adj> <Djn_0> <n> <D_lA> <v> <t_imp> <2s>
açıkla,"	açık <adj> <Djn_0> <n> <D_lA> <v> <t_imp> <3p>
açıkla,"	açık <adj> <Djn_0> <n> <ins>
açıkla,"	açık <adj> <Djn_0> <n> <ins> <3s>
açıkla,"	açık <adj> <Djn_0> <n> <ins> <3p>
açıkla,"	açık <adv> <Dan_0> <n> <D_lA> <v> <t_imp> <2s>
açıkla,"	açık <adv> <Dan_0> <n> <D_lA> <v> <t_imp> <3p>
açıkla,"	açık <adv> <Dan_0> <n> <ins>
açıkla,"	açık <adv> <Dan_0> <n> <ins> <3s>
açıkla,"	açık <adv> <Dan_0> <n> <ins> <3p>
açıkla,"	açık <n> <D_lA> <v> <t_imp> <2s>
açıkla,"	açık <n> <D_lA> <v> <t_imp> <3p>
açıkla,"	açık <n> <ins>
açıkla,"	açık <n> <ins> <3s>
açıkla,"	açık <n> <ins> <3p>
dedi	de <v> <t_past> <3p>
Sahte	sahte <adj> <Djn_0> <n>
Sahte	sahte <adj> <Djn_0> <n> <3s>
Sahte	sahte <adj> <Djn_0> <n> <3p>
Kaplumbağa.	kaplumbağa <n> <3s>
Kaplumbağa.	kaplumbağa <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Hayır,	hayır <adv> <Dan_0> <n>
"Hayır,	hayır <adv> <Dan_0> <n> <3s>
"Hayır,	hayır <adv> <Dan_0> <n> <3p>
"Hayır,	hayır <n>
"Hayır,	hayır <n> <3s>
"Hayır,	hayır <n> <3p>
hayır!	hayır <adv> <Dan_0> <n>
hayır!	hayır <adv> <Dan_0> <n> <3s>
hayır!	hayır <adv> <Dan_0> <n> <3p>
hayır!	hayır <n>
hayır!	hayır <n> <3s>
hayır!	hayır <n> <3p>
</S> </S>+ESTag
