<S> <S>+BSTag
"Hangi	hangi <n> <3s>
"Hangi	hangi <n> <3p>
haklıydı	hak <n> <D_lI> <adj> <Djn_0> <n> <cpl_di> <3p>
haklıydı	hak <n> <D_lI> <adj> <Djn_0> <n> <3p> <cpl_di>
haklıydı	hak <n> <D_lI> <n> <cpl_di> <3s>
haklıydı	hak <n> <D_lI> <n> <cpl_di> <3p>
haklıydı	hak <n> <D_lI> <n> <3p> <cpl_di>
da.	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
Ancak,	ancak <adv> <Dan_0> <n>
Ancak,	ancak <adv> <Dan_0> <n> <3s>
Ancak,	ancak <adv> <Dan_0> <n> <3p>
Ancak,	ancak <cnjcoo>
Ancak,	ancak <cnjadv>
Ancak,	an <n> <D_CAK> <n>
Ancak,	an <n> <D_CAK> <n> <3s>
Ancak,	an <n> <D_CAK> <n> <3p>
"jüri	jüri <n> <3s>
"jüri	jüri <n> <3p>
üyeleri"	üye <n> <pl> <p3s> <3s>
üyeleri"	üye <n> <pl> <p3s> <3p>
üyeleri"	üye <n> <pl> <acc>
üyeleri"	üye <n> <pl> <acc> <3s>
üyeleri"	üye <n> <pl> <acc> <3p>
üyeleri"	üye <n> <p3p>
üyeleri"	üye <n> <p3p> <3s>
üyeleri"	üye <n> <p3p> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
aynı	aynı <adj> <Djn_0> <n>
aynı	aynı <adj> <Djn_0> <n> <3s>
aynı	aynı <adj> <Djn_0> <n> <3p>
aynı	aynı <det>
aynı	ayn <n> <p3s>
aynı	ayn <n> <p3s> <3s>
aynı	ayn <n> <p3s> <3p>
aynı	ayn <n> <acc>
aynı	ayn <n> <acc> <3s>
aynı	ayn <n> <acc> <3p>
şeyi	şey <n> <p3s> <3s>
şeyi	şey <n> <p3s> <3p>
şeyi	şey <n> <acc>
şeyi	şey <n> <acc> <3s>
şeyi	şey <n> <acc> <3p>
yapardı.	yap <v> <t_aor> <cpl_di> <3p>
yapardı.	yap <v> <t_aor> <3p> <cpl_di>
</S> </S>+ESTag
<S> <S>+BSTag
On	on <n> <3s>
On	on <n> <3p>
On	on <v> <t_imp> <2s>
On	on <v> <t_imp> <3p>
On	on <num>
On	on <num> <Dmn_0> <n>
On	on <num> <Dmn_0> <n> <3s>
On	on <num> <Dmn_0> <n> <3p>
iki	iki <num> <Dmn_0> <n>
iki	iki <num> <Dmn_0> <n> <3s>
iki	iki <num> <Dmn_0> <n> <3p>
jüri	jüri <n> <3s>
jüri	jüri <n> <3p>
üyesinin	üye <n> <p3s> <gen> <3s>
üyesinin	üye <n> <p3s> <gen> <3p>
hepsi	hepsi <prn> <3s>
hepsi	hepsi <prn> <3p>
yazı	yazı <n> <3s>
yazı	yazı <n> <3p>
yazı	yaz <n> <p3s>
yazı	yaz <n> <p3s> <3s>
yazı	yaz <n> <p3s> <3p>
yazı	yaz <n> <acc>
yazı	yaz <n> <acc> <3s>
yazı	yaz <n> <acc> <3p>
tahtalarına	tahta <n> <pl> <p2s> <dat> <3s>
tahtalarına	tahta <n> <pl> <p2s> <dat> <3p>
tahtalarına	tahta <n> <pl> <p3s> <dat>
tahtalarına	tahta <n> <pl> <p3s> <dat> <3s>
tahtalarına	tahta <n> <pl> <p3s> <dat> <3p>
tahtalarına	tahta <n> <p3p> <dat>
tahtalarına	tahta <n> <p3p> <dat> <3s>
tahtalarına	tahta <n> <p3p> <dat> <3p>
harıl	<unk>
harıl	<unk>
yazıyordu.	yaz <v> <t_cont> <cpl_di> <3p>
yazıyordu.	yaz <v> <t_cont> <3p> <cpl_di>
</S> </S>+ESTag
<S> <S>+BSTag
"Ne	ne <prn> <qst> <3s>
"Ne	ne <prn> <qst> <3p>
"Ne	ne <cnjcoo>
yapıyorlar?"	<unk>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
fısıldadı	fısılda <v> <t_past> <3p>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
Gryphon'a.	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
"Duruşma	duruşma <n> <3s>
"Duruşma	duruşma <n> <3p>
başlamadan	baş <n> <D_lA> <v> <D_mA> <n> <abl> <3s>
başlamadan	baş <n> <D_lA> <v> <D_mA> <n> <abl> <3p>
başlamadan	baş <n> <D_lA> <v> <neg> <cv_dan>
başlamadan	baş <n> <D_lA> <v> <vn_ma> <abl>
başlamadan	baş <n> <D_lA> <v> <vn_ma> <abl> <3s>
başlamadan	baş <n> <D_lA> <v> <vn_ma> <abl> <3p>
önce	önce <adv> <Dan_0> <n>
önce	önce <adv> <Dan_0> <n> <3s>
önce	önce <adv> <Dan_0> <n> <3p>
önce	önce <postp>
önce	ön <n> <D_CA> <adj>
önce	ön <n> <D_CA> <adj> <Djn_0> <n>
önce	ön <n> <D_CA> <adj> <Djn_0> <n> <3s>
önce	ön <n> <D_CA> <adj> <Djn_0> <n> <3p>
önce	ön <n> <D_CA> <adv>
önce	ön <n> <D_CA> <adv> <Dan_0> <n>
önce	ön <n> <D_CA> <adv> <Dan_0> <n> <3s>
önce	ön <n> <D_CA> <adv> <Dan_0> <n> <3p>
önce	ön <n> <D_CA> <n>
önce	ön <n> <D_CA> <n> <3s>
önce	ön <n> <D_CA> <n> <3p>
önce	ön <n> <ca>
henüz	henüz <adv> <Dan_0> <n>
henüz	henüz <adv> <Dan_0> <n> <3s>
henüz	henüz <adv> <Dan_0> <n> <3p>
henüz	henüz <n>
henüz	henüz <n> <3s>
henüz	henüz <n> <3p>
yazacak	yaz <v> <t_fut> <3p>
yazacak	yaz <v> <vn_acak>
yazacak	yaz <v> <vn_acak> <3s>
yazacak	yaz <v> <vn_acak> <3p>
yazacak	yaz <v> <part_acak>
yazacak	yaz <v> <part_acak> <3s>
yazacak	yaz <v> <part_acak> <3p>
yazacak	yaz <v> <cv_acak>
yazacak	yaz <v> <cv_ecek>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şeyleri	şey <n> <pl> <p3s> <3s>
şeyleri	şey <n> <pl> <p3s> <3p>
şeyleri	şey <n> <pl> <acc>
şeyleri	şey <n> <pl> <acc> <3s>
şeyleri	şey <n> <pl> <acc> <3p>
şeyleri	şey <n> <p3p>
şeyleri	şey <n> <p3p> <3s>
şeyleri	şey <n> <p3p> <3p>
olamaz."	ol <v> <abil> <neg> <t_aor> <3p>
"Adlarını	ad <n> <pl> <p2s> <acc> <3s>
"Adlarını	ad <n> <pl> <p2s> <acc> <3p>
"Adlarını	ad <n> <pl> <p3s> <acc>
"Adlarını	ad <n> <pl> <p3s> <acc> <3s>
"Adlarını	ad <n> <pl> <p3s> <acc> <3p>
"Adlarını	ad <n> <p3p> <acc>
"Adlarını	ad <n> <p3p> <acc> <3s>
"Adlarını	ad <n> <p3p> <acc> <3p>
yazıyorlar,"	<unk>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
fısıldadı	fısılda <v> <t_past> <3p>
Gryphon	<unk>
cevap	cevap <n> <3s>
cevap	cevap <n> <3p>
olarak,	ol <v> <cv_erek>
"duruşma	duruşma <n> <3s>
"duruşma	duruşma <n> <3p>
bitmeden	bit <v> <D_mA> <n> <abl> <3s>
bitmeden	bit <v> <D_mA> <n> <abl> <3p>
bitmeden	bit <v> <neg> <cv_dan>
bitmeden	bit <v> <vn_ma> <abl>
bitmeden	bit <v> <vn_ma> <abl> <3s>
bitmeden	bit <v> <vn_ma> <abl> <3p>
önce	önce <adv> <Dan_0> <n>
önce	önce <adv> <Dan_0> <n> <3s>
önce	önce <adv> <Dan_0> <n> <3p>
önce	önce <postp>
önce	ön <n> <D_CA> <adj>
önce	ön <n> <D_CA> <adj> <Djn_0> <n>
önce	ön <n> <D_CA> <adj> <Djn_0> <n> <3s>
önce	ön <n> <D_CA> <adj> <Djn_0> <n> <3p>
önce	ön <n> <D_CA> <adv>
önce	ön <n> <D_CA> <adv> <Dan_0> <n>
önce	ön <n> <D_CA> <adv> <Dan_0> <n> <3s>
önce	ön <n> <D_CA> <adv> <Dan_0> <n> <3p>
önce	ön <n> <D_CA> <n>
önce	ön <n> <D_CA> <n> <3s>
önce	ön <n> <D_CA> <n> <3p>
önce	ön <n> <ca>
onları	onlar <prn> <pers> <p3s> <3s>
onları	onlar <prn> <pers> <p3s> <3p>
onları	onlar <prn> <pers> <acc>
onları	onlar <prn> <pers> <acc> <3s>
onları	onlar <prn> <pers> <acc> <3p>
onları	on <n> <pl> <p3s>
onları	on <n> <pl> <p3s> <3s>
onları	on <n> <pl> <p3s> <3p>
onları	on <n> <pl> <acc>
onları	on <n> <pl> <acc> <3s>
onları	on <n> <pl> <acc> <3p>
onları	on <n> <p3p>
onları	on <n> <p3p> <3s>
onları	on <n> <p3p> <3p>
onları	on <num> <Dmn_0> <n> <pl> <p3s>
onları	on <num> <Dmn_0> <n> <pl> <p3s> <3s>
onları	on <num> <Dmn_0> <n> <pl> <p3s> <3p>
onları	on <num> <Dmn_0> <n> <pl> <acc>
onları	on <num> <Dmn_0> <n> <pl> <acc> <3s>
onları	on <num> <Dmn_0> <n> <pl> <acc> <3p>
onları	on <num> <Dmn_0> <n> <p3p>
onları	on <num> <Dmn_0> <n> <p3p> <3s>
onları	on <num> <Dmn_0> <n> <p3p> <3p>
onları	o <prn> <pers> <pl> <p3s>
onları	o <prn> <pers> <pl> <p3s> <3s>
onları	o <prn> <pers> <pl> <p3s> <3p>
onları	o <prn> <pers> <pl> <acc>
onları	o <prn> <pers> <pl> <acc> <3s>
onları	o <prn> <pers> <pl> <acc> <3p>
onları	o <prn> <pers> <p3p>
onları	o <prn> <pers> <p3p> <3s>
onları	o <prn> <pers> <p3p> <3p>
unutmaktan	unut <v> <vn_mak> <abl> <3s>
unutmaktan	unut <v> <vn_mak> <abl> <3p>
unutmaktan	unut <v> <vinf> <abl>
unutmaktan	unut <v> <cv_mak> <abl>
korktukları	kork <v> <part_dik> <pl> <p3s> <3s>
korktukları	kork <v> <part_dik> <pl> <p3s> <3p>
korktukları	kork <v> <part_dik> <pl> <acc>
korktukları	kork <v> <part_dik> <pl> <acc> <3s>
korktukları	kork <v> <part_dik> <pl> <acc> <3p>
korktukları	kork <v> <part_dik> <p3p>
korktukları	kork <v> <part_dik> <p3p> <3s>
korktukları	kork <v> <part_dik> <p3p> <3p>
için."	için <cnjcoo>
için."	iç <adj> <Djn_0> <n> <p2s>
için."	iç <adj> <Djn_0> <n> <p2s> <3s>
için."	iç <adj> <Djn_0> <n> <p2s> <3p>
için."	iç <adj> <Djn_0> <n> <gen>
için."	iç <adj> <Djn_0> <n> <gen> <3s>
için."	iç <adj> <Djn_0> <n> <gen> <3p>
için."	iç <n> <p2s>
için."	iç <n> <p2s> <3s>
için."	iç <n> <p2s> <3p>
için."	iç <n> <gen>
için."	iç <n> <gen> <3s>
için."	iç <n> <gen> <3p>
için."	iç <v> <t_imp> <2p>
"Aptal	aptal <n> <3s>
"Aptal	aptal <n> <3p>
şeyler!"	şey <n> <D_lA> <v> <t_aor> <3p>
şeyler!"	şey <n> <3p>
şeyler!"	şey <n> <pl>
şeyler!"	şey <n> <pl> <3s>
şeyler!"	şey <n> <pl> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
başladı	baş <n> <D_lA> <v> <t_past> <3p>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
yüksek,	yüksek <adj> <Djn_0> <n>
yüksek,	yüksek <adj> <Djn_0> <n> <3s>
yüksek,	yüksek <adj> <Djn_0> <n> <3p>
yüksek,	yük <n> <cpl_sa> <1p>
öfkeli	öfke <n> <D_lI> <adj> <Djn_0> <n>
öfkeli	öfke <n> <D_lI> <adj> <Djn_0> <n> <3s>
öfkeli	öfke <n> <D_lI> <adj> <Djn_0> <n> <3p>
öfkeli	öfke <n> <D_lI> <n>
öfkeli	öfke <n> <D_lI> <n> <3s>
öfkeli	öfke <n> <D_lI> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
sesle,	sesle <v> <t_imp> <3p>
sesle,	ses <n> <D_lA> <v> <t_imp> <2s>
sesle,	ses <n> <D_lA> <v> <t_imp> <3p>
sesle,	ses <n> <ins>
sesle,	ses <n> <ins> <3s>
sesle,	ses <n> <ins> <3p>
ama	ama <n> <3s>
ama	ama <n> <3p>
ama	ama <cnjcoo>
ama	ama <cnjadv>
aceleyle	acele <adj> <Djn_0> <n> <ins> <3s>
aceleyle	acele <adj> <Djn_0> <n> <ins> <3p>
aceleyle	acele <adv> <Dan_0> <n> <ins>
aceleyle	acele <adv> <Dan_0> <n> <ins> <3s>
aceleyle	acele <adv> <Dan_0> <n> <ins> <3p>
durdu,	dur <v> <t_past> <3p>
çünkü	çünkü <cnjadv>
Beyaz	beyaz <n> <3s>
Beyaz	beyaz <n> <3p>
Tavşan,	tavşan <n> <3s>
Tavşan,	tavşan <n> <3p>
"Mahkemede	mahkeme <n> <loc> <3s>
"Mahkemede	mahkeme <n> <loc> <3p>
sessizlik!"	sessiz <adj> <D_lIK> <n> <3s>
sessizlik!"	sessiz <adj> <D_lIK> <n> <3p>
sessizlik!"	sessiz <adj> <Djn_0> <n> <D_lIK> <n>
sessizlik!"	sessiz <adj> <Djn_0> <n> <D_lIK> <n> <3s>
sessizlik!"	sessiz <adj> <Djn_0> <n> <D_lIK> <n> <3p>
sessizlik!"	ses <n> <Dnn_siz> <adj> <D_lIK> <n>
sessizlik!"	ses <n> <Dnn_siz> <adj> <D_lIK> <n> <3s>
sessizlik!"	ses <n> <Dnn_siz> <adj> <D_lIK> <n> <3p>
sessizlik!"	ses <n> <Dnn_siz> <adv> <D_lIK> <n>
sessizlik!"	ses <n> <Dnn_siz> <adv> <D_lIK> <n> <3s>
sessizlik!"	ses <n> <Dnn_siz> <adv> <D_lIK> <n> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
bağırdı.	bağır <n> <cpl_di> <3p>
bağırdı.	bağır <n> <3p> <cpl_di>
bağırdı.	bağır <v> <t_past> <3s>
bağırdı.	bağır <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
ve	ve <cnjadv>
Kral	kral <n> <3s>
Kral	kral <n> <3p>
gözlüklerini	gözlük <n> <pl> <p2s> <acc> <3s>
gözlüklerini	gözlük <n> <pl> <p2s> <acc> <3p>
gözlüklerini	gözlük <n> <pl> <p3s> <acc>
gözlüklerini	gözlük <n> <pl> <p3s> <acc> <3s>
gözlüklerini	gözlük <n> <pl> <p3s> <acc> <3p>
gözlüklerini	gözlük <n> <p3p> <acc>
gözlüklerini	gözlük <n> <p3p> <acc> <3s>
gözlüklerini	gözlük <n> <p3p> <acc> <3p>
gözlüklerini	göz <n> <D_lIK> <n> <pl> <p2s> <acc>
gözlüklerini	göz <n> <D_lIK> <n> <pl> <p2s> <acc> <3s>
gözlüklerini	göz <n> <D_lIK> <n> <pl> <p2s> <acc> <3p>
gözlüklerini	göz <n> <D_lIK> <n> <pl> <p3s> <acc>
gözlüklerini	göz <n> <D_lIK> <n> <pl> <p3s> <acc> <3s>
gözlüklerini	göz <n> <D_lIK> <n> <pl> <p3s> <acc> <3p>
gözlüklerini	göz <n> <D_lIK> <n> <p3p> <acc>
gözlüklerini	göz <n> <D_lIK> <n> <p3p> <acc> <3s>
gözlüklerini	göz <n> <D_lIK> <n> <p3p> <acc> <3p>
taktı	takt <n> <p3s> <3s>
taktı	takt <n> <p3s> <3p>
taktı	takt <n> <acc>
taktı	takt <n> <acc> <3s>
taktı	takt <n> <acc> <3p>
taktı	tak <n> <cpl_di> <3s>
taktı	tak <n> <cpl_di> <3p>
taktı	tak <n> <3p> <cpl_di>
taktı	tak <v> <t_past> <3s>
taktı	tak <v> <t_past> <3p>
ve	ve <cnjadv>
kimin	kimi <adv> <Dan_0> <n> <p2s> <3s>
kimin	kimi <adv> <Dan_0> <n> <p2s> <3p>
kimin	kim <prn> <qst> <p2s>
kimin	kim <prn> <qst> <p2s> <3s>
kimin	kim <prn> <qst> <p2s> <3p>
kimin	kim <prn> <qst> <gen>
kimin	kim <prn> <qst> <gen> <3s>
kimin	kim <prn> <qst> <gen> <3p>
konuştuğunu	konuş <v> <part_dik> <p2s> <acc> <3s>
konuştuğunu	konuş <v> <part_dik> <p2s> <acc> <3p>
konuştuğunu	konuş <v> <part_dik> <p3s> <acc>
konuştuğunu	konuş <v> <part_dik> <p3s> <acc> <3s>
konuştuğunu	konuş <v> <part_dik> <p3s> <acc> <3p>
konuştuğunu	konuş <v> <cv_dik> <p3s> <acc>
anlamak	anla <v> <vn_mak> <3s>
anlamak	anla <v> <vn_mak> <3p>
anlamak	anla <v> <vinf>
anlamak	anla <v> <cv_mak>
anlamak	an <n> <D_lA> <v> <vn_mak>
anlamak	an <n> <D_lA> <v> <vn_mak> <3s>
anlamak	an <n> <D_lA> <v> <vn_mak> <3p>
anlamak	an <n> <D_lA> <v> <vinf>
anlamak	an <n> <D_lA> <v> <cv_mak>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
endişeyle	endişe <n> <ins> <3s>
endişeyle	endişe <n> <ins> <3p>
etrafına	etraf <n> <p2s> <dat> <3s>
etrafına	etraf <n> <p2s> <dat> <3p>
etrafına	etraf <n> <p3s> <dat>
etrafına	etraf <n> <p3s> <dat> <3s>
etrafına	etraf <n> <p3s> <dat> <3p>
bakındı.	bakın <v> <t_past> <3p>
bakındı.	bakı <n> <p2s> <cpl_di> <3s>
bakındı.	bakı <n> <p2s> <cpl_di> <3p>
bakındı.	bakı <n> <p2s> <3p> <cpl_di>
</S> </S>+ESTag
<S> <S>+BSTag
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
sanki	sanki <adv> <Dan_0> <n>
sanki	sanki <adv> <Dan_0> <n> <3s>
sanki	sanki <adv> <Dan_0> <n> <3p>
omuzlarının	omuz <n> <pl> <p2s> <gen> <3s>
omuzlarının	omuz <n> <pl> <p2s> <gen> <3p>
omuzlarının	omuz <n> <pl> <p3s> <gen>
omuzlarının	omuz <n> <pl> <p3s> <gen> <3s>
omuzlarının	omuz <n> <pl> <p3s> <gen> <3p>
omuzlarının	omuz <n> <p3p> <gen>
omuzlarının	omuz <n> <p3p> <gen> <3s>
omuzlarının	omuz <n> <p3p> <gen> <3p>
üzerinden	üzeri <n> <p2s> <abl> <3s>
üzerinden	üzeri <n> <p2s> <abl> <3p>
üzerinden	üzer <n> <p2s> <abl>
üzerinden	üzer <n> <p2s> <abl> <3s>
üzerinden	üzer <n> <p2s> <abl> <3p>
üzerinden	üzer <n> <p3s> <abl>
üzerinden	üzer <n> <p3s> <abl> <3s>
üzerinden	üzer <n> <p3s> <abl> <3p>
bakıyormuş	bak <v> <t_cont> <cpl_mis> <3p>
bakıyormuş	bak <v> <t_cont> <3p> <cpl_mis>
gibi,	gibi <cnjsub>
tüm	tüm <adj> <Djn_0> <n>
tüm	tüm <adj> <Djn_0> <n> <3s>
tüm	tüm <adj> <Djn_0> <n> <3p>
tüm	tüm <det>
jüri	jüri <n> <3s>
jüri	jüri <n> <3p>
üyelerinin	üye <n> <pl> <p2s> <gen> <3s>
üyelerinin	üye <n> <pl> <p2s> <gen> <3p>
üyelerinin	üye <n> <pl> <p3s> <gen>
üyelerinin	üye <n> <pl> <p3s> <gen> <3s>
üyelerinin	üye <n> <pl> <p3s> <gen> <3p>
üyelerinin	üye <n> <p3p> <gen>
üyelerinin	üye <n> <p3p> <gen> <3s>
üyelerinin	üye <n> <p3p> <gen> <3p>
yazı	yazı <n> <3s>
yazı	yazı <n> <3p>
yazı	yaz <n> <p3s>
yazı	yaz <n> <p3s> <3s>
yazı	yaz <n> <p3s> <3p>
yazı	yaz <n> <acc>
yazı	yaz <n> <acc> <3s>
yazı	yaz <n> <acc> <3p>
tahtalarına	tahta <n> <pl> <p2s> <dat> <3s>
tahtalarına	tahta <n> <pl> <p2s> <dat> <3p>
tahtalarına	tahta <n> <pl> <p3s> <dat>
tahtalarına	tahta <n> <pl> <p3s> <dat> <3s>
tahtalarına	tahta <n> <pl> <p3s> <dat> <3p>
tahtalarına	tahta <n> <p3p> <dat>
tahtalarına	tahta <n> <p3p> <dat> <3s>
tahtalarına	tahta <n> <p3p> <dat> <3p>
“aptal	<unk>
şeyler!”	<unk>
yazdıklarını	yaz <v> <vn_dik> <p3p> <acc> <3s>
yazdıklarını	yaz <v> <vn_dik> <p3p> <acc> <3p>
yazdıklarını	yaz <v> <part_dik> <pl> <p2s> <acc>
yazdıklarını	yaz <v> <part_dik> <pl> <p2s> <acc> <3s>
yazdıklarını	yaz <v> <part_dik> <pl> <p2s> <acc> <3p>
yazdıklarını	yaz <v> <part_dik> <pl> <p3s> <acc>
yazdıklarını	yaz <v> <part_dik> <pl> <p3s> <acc> <3s>
yazdıklarını	yaz <v> <part_dik> <pl> <p3s> <acc> <3p>
yazdıklarını	yaz <v> <part_dik> <p3p> <acc>
yazdıklarını	yaz <v> <part_dik> <p3p> <acc> <3s>
yazdıklarını	yaz <v> <part_dik> <p3p> <acc> <3p>
görebiliyordu	gör <v> <abil> <t_cont> <cpl_di> <3p>
görebiliyordu	gör <v> <abil> <t_cont> <3p> <cpl_di>
ve	ve <cnjadv>
hatta	hat <n> <loc>
hatta	hat <n> <loc> <3s>
hatta	hat <n> <loc> <3p>
hatta	hat <n> <dat>
hatta	hat <n> <dat> <3s>
hatta	hat <n> <dat> <3p>
içlerinden	iç <adj> <Djn_0> <n> <pl> <p2s> <abl> <3s>
içlerinden	iç <adj> <Djn_0> <n> <pl> <p2s> <abl> <3p>
içlerinden	iç <adj> <Djn_0> <n> <pl> <p3s> <abl>
içlerinden	iç <adj> <Djn_0> <n> <pl> <p3s> <abl> <3s>
içlerinden	iç <adj> <Djn_0> <n> <pl> <p3s> <abl> <3p>
içlerinden	iç <adj> <Djn_0> <n> <p3p> <abl>
içlerinden	iç <adj> <Djn_0> <n> <p3p> <abl> <3s>
içlerinden	iç <adj> <Djn_0> <n> <p3p> <abl> <3p>
içlerinden	iç <n> <pl> <p2s> <abl>
içlerinden	iç <n> <pl> <p2s> <abl> <3s>
içlerinden	iç <n> <pl> <p2s> <abl> <3p>
içlerinden	iç <n> <pl> <p3s> <abl>
içlerinden	iç <n> <pl> <p3s> <abl> <3s>
içlerinden	iç <n> <pl> <p3s> <abl> <3p>
içlerinden	iç <n> <p3p> <abl>
içlerinden	iç <n> <p3p> <abl> <3s>
içlerinden	iç <n> <p3p> <abl> <3p>
birinin	biri <n> <p2s> <gen> <3s>
birinin	biri <n> <p2s> <gen> <3p>
birinin	biri <n> <gen>
birinin	biri <n> <gen> <3s>
birinin	biri <n> <gen> <3p>
birinin	bir <adj> <Djn_0> <n> <p2s> <gen>
birinin	bir <adj> <Djn_0> <n> <p2s> <gen> <3s>
birinin	bir <adj> <Djn_0> <n> <p2s> <gen> <3p>
birinin	bir <adj> <Djn_0> <n> <p3s> <gen>
birinin	bir <adj> <Djn_0> <n> <p3s> <gen> <3s>
birinin	bir <adj> <Djn_0> <n> <p3s> <gen> <3p>
birinin	bir <num> <Dmn_0> <n> <p2s> <gen>
birinin	bir <num> <Dmn_0> <n> <p2s> <gen> <3s>
birinin	bir <num> <Dmn_0> <n> <p2s> <gen> <3p>
birinin	bir <num> <Dmn_0> <n> <p3s> <gen>
birinin	bir <num> <Dmn_0> <n> <p3s> <gen> <3s>
birinin	bir <num> <Dmn_0> <n> <p3s> <gen> <3p>
“aptal”	<unk>
kelimesini	kelime <n> <p3s> <acc> <3s>
kelimesini	kelime <n> <p3s> <acc> <3p>
nasıl	nasıl <adv> <Dan_0> <n>
nasıl	nasıl <adv> <Dan_0> <n> <3s>
nasıl	nasıl <adv> <Dan_0> <n> <3p>
yazacağını	yaz <v> <vn_acak> <p2s> <acc> <3s>
yazacağını	yaz <v> <vn_acak> <p2s> <acc> <3p>
yazacağını	yaz <v> <vn_acak> <p3s> <acc>
yazacağını	yaz <v> <vn_acak> <p3s> <acc> <3s>
yazacağını	yaz <v> <vn_acak> <p3s> <acc> <3p>
yazacağını	yaz <v> <part_acak> <p2s> <acc>
yazacağını	yaz <v> <part_acak> <p2s> <acc> <3s>
yazacağını	yaz <v> <part_acak> <p2s> <acc> <3p>
yazacağını	yaz <v> <part_acak> <p3s> <acc>
yazacağını	yaz <v> <part_acak> <p3s> <acc> <3s>
yazacağını	yaz <v> <part_acak> <p3s> <acc> <3p>
bilmediğini	bil <v> <neg> <vn_dik> <p2s> <acc> <3s>
bilmediğini	bil <v> <neg> <vn_dik> <p2s> <acc> <3p>
bilmediğini	bil <v> <neg> <vn_dik> <p3s> <acc>
bilmediğini	bil <v> <neg> <vn_dik> <p3s> <acc> <3s>
bilmediğini	bil <v> <neg> <vn_dik> <p3s> <acc> <3p>
bilmediğini	bil <v> <neg> <part_dik> <p2s> <acc>
bilmediğini	bil <v> <neg> <part_dik> <p2s> <acc> <3s>
bilmediğini	bil <v> <neg> <part_dik> <p2s> <acc> <3p>
bilmediğini	bil <v> <neg> <part_dik> <p3s> <acc>
bilmediğini	bil <v> <neg> <part_dik> <p3s> <acc> <3s>
bilmediğini	bil <v> <neg> <part_dik> <p3s> <acc> <3p>
bilmediğini	bil <v> <neg> <cv_dik> <p3s> <acc>
ve	ve <cnjadv>
